,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
poliwrath,0.91,0.88,0.02,1.0,1.0,0.94,1.0,0.99,0.35,1.0,1.0,0.73,1.0,1.0,0.94,1.0,0.92,0.77,0.98,0.79,0.92,0.1,1.0,0.99,0.87,0.76,1.0,0.99,1.0,1.0,0.53,1.0,1.0,0.62,0.77,0.12,1.0,1.0,1.0,0.36,1.0,0.94,0.78,0.72,0.35,1.0,0.96,0.99,0.0,1.0,0.97,0.9,0.56,1.0,0.69,0.93,0.55,1.0,0.76,1.0,0.99,0.18,1.0,0.16,0.01,1.0,1.0,0.94,0.91,0.89,0.0,1.0,1.0,1.0,1.0,0.98,1.0,0.98,0.79,0.0,0.9,0.04,1.0,0.83,0.14,1.0,0.87,1.0,0.9,1.0,0.2,0.75,0.56,0.14,1.0,0.74,0.08,1.0,0.33,0.4,0.15,0.76,0.0,1.0,0.98,1.0,0.86,0.78,1.0,0.24,1.0,1.0,0.0,0.06,0.44,1.0,0.87,1.0,0.95,0.66,0.0,0.14,1.0,0.98,0.8,0.99,0.15,0.08,1.0,0.0,0.18,1.0,1.0,0.86,0.14,1.0,0.77,1.0,1.0,1.0,0.77,0.61,0.17,0.04,0.0,0.24,0.99,0.65,0.15,0.0,0.0
abra,1.0,0.95,0.81,0.72,0.01,0.0,0.11,0.01,0.0,1.0,1.0,0.58,1.0,1.0,0.23,0.88,0.92,0.04,1.0,0.03,0.95,0.05,0.72,0.05,0.63,0.0,0.91,0.52,1.0,0.97,0.99,1.0,0.95,0.95,0.98,0.68,0.76,0.01,1.0,0.92,0.97,0.03,0.96,0.8,0.29,0.97,0.22,0.79,0.0,0.6,0.0,0.0,0.0,0.18,0.0,0.87,0.0,0.93,0.05,0.0,0.0,0.0,0.3,0.15,0.0,1.0,0.99,0.03,0.99,0.87,0.84,0.24,0.0,1.0,1.0,0.99,0.5,0.1,0.04,0.0,0.75,0.0,0.98,0.93,0.08,0.02,0.0,1.0,0.91,0.04,0.0,0.67,0.0,0.0,0.98,0.25,0.0,0.03,0.0,0.67,0.01,0.96,0.06,1.0,1.0,0.94,0.41,0.96,1.0,0.72,1.0,1.0,0.03,0.23,0.94,0.04,0.0,0.07,0.0,0.08,0.0,0.07,0.0,0.0,0.0,0.09,0.08,0.44,0.93,0.4,0.0,0.82,0.03,0.0,0.0,0.02,0.7,0.27,0.0,0.0,0.0,0.88,0.76,0.0,0.0,0.11,1.0,0.97,1.0,0.0,0.14
kadabra,1.0,1.0,1.0,1.0,0.36,0.0,0.63,0.07,0.0,1.0,1.0,0.02,1.0,1.0,1.0,0.03,0.0,0.0,1.0,0.04,0.01,0.0,1.0,0.3,0.96,0.06,0.0,0.0,1.0,1.0,0.86,1.0,1.0,0.86,0.87,0.32,1.0,0.17,1.0,0.72,1.0,0.97,1.0,1.0,0.87,0.05,0.0,1.0,0.85,0.39,0.0,0.42,0.0,0.91,0.0,1.0,1.0,1.0,0.48,0.29,0.34,0.8,0.92,0.27,0.04,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35,1.0,1.0,0.86,0.88,0.39,0.65,0.01,1.0,0.17,0.0,0.02,0.0,0.29,0.01,1.0,0.95,0.48,0.0,1.0,1.0,0.09,0.1,0.06,0.0,0.3,0.0,1.0,0.06,0.0,0.0,0.63,0.08,1.0,1.0,0.66,1.0,0.73,1.0,0.85,0.69,0.0,0.66,0.54,0.0,0.67,0.0,0.59,0.0,0.01,0.0,0.02,0.03,0.9,0.0,0.15,1.0,0.0,0.0,0.7,0.2,0.0,0.11,0.45,0.65,1.0,0.03,0.38,0.0,1.0,0.24,0.0,0.0,0.0,0.93,0.27,0.0,0.0,0.0
alakazam,1.0,1.0,1.0,1.0,0.99,0.0,1.0,0.97,0.01,1.0,1.0,0.75,1.0,1.0,1.0,0.9,0.31,0.0,1.0,0.04,0.93,0.02,1.0,0.54,1.0,0.81,0.31,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,0.82,1.0,0.45,1.0,0.96,1.0,1.0,1.0,1.0,0.93,0.87,0.07,1.0,0.94,1.0,0.15,0.8,0.36,1.0,0.03,1.0,1.0,1.0,0.86,1.0,1.0,1.0,1.0,0.99,0.33,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49,1.0,1.0,1.0,1.0,0.79,1.0,0.62,1.0,0.56,0.38,0.73,0.02,0.99,0.08,1.0,1.0,1.0,0.0,1.0,1.0,0.83,0.93,0.99,0.08,1.0,0.43,1.0,0.34,0.9,0.03,1.0,0.96,1.0,1.0,1.0,1.0,0.94,1.0,1.0,0.93,0.03,0.98,1.0,0.06,0.99,0.1,0.99,0.13,0.74,0.0,0.87,0.74,0.99,0.0,0.77,1.0,0.5,0.02,1.0,0.31,0.0,0.61,0.8,0.95,1.0,0.16,0.84,0.21,1.0,0.84,0.02,0.02,0.03,1.0,0.99,0.3,0.03,0.29
machop,0.37,0.03,0.0,1.0,1.0,0.14,0.13,0.03,0.0,1.0,1.0,0.0,1.0,1.0,0.61,0.02,0.0,0.0,0.95,0.01,0.0,0.0,1.0,0.72,1.0,0.77,0.23,0.0,0.91,0.85,0.04,0.95,0.84,0.34,0.01,0.0,0.87,0.1,0.72,0.02,0.77,0.0,0.98,0.46,0.01,1.0,0.83,0.05,0.0,0.12,0.0,0.01,0.0,0.27,0.0,0.12,0.0,0.27,0.09,0.94,0.08,0.0,0.0,0.0,0.0,0.39,0.03,0.0,0.12,0.01,0.01,0.84,0.24,1.0,0.43,0.35,0.36,0.25,0.0,0.0,1.0,0.86,0.0,0.0,0.0,0.05,0.0,1.0,0.39,0.07,0.02,1.0,1.0,0.81,0.98,0.0,0.0,0.07,0.0,1.0,0.83,0.94,0.01,0.31,0.08,0.59,0.05,0.1,0.9,0.08,1.0,0.24,0.0,0.08,0.08,0.1,0.0,0.12,0.0,0.08,0.0,0.0,0.29,0.0,0.74,0.3,0.0,0.0,1.0,0.1,0.0,0.54,0.03,0.0,0.72,0.05,0.0,0.26,0.05,0.59,0.0,0.24,0.0,0.01,0.0,0.05,0.43,0.07,0.02,0.0,0.0
machoke,0.71,0.07,0.03,1.0,1.0,0.85,0.99,0.06,0.01,1.0,1.0,0.42,1.0,1.0,0.69,0.75,0.02,0.0,1.0,0.11,0.04,0.0,1.0,0.89,1.0,0.8,0.96,0.01,1.0,0.97,0.87,1.0,0.97,0.71,0.3,0.01,0.93,0.85,0.98,0.12,0.99,0.0,1.0,0.97,0.19,1.0,0.99,0.63,0.0,0.94,0.09,0.13,0.0,0.83,0.01,0.84,0.07,0.96,0.27,0.99,0.39,0.0,0.01,0.0,0.0,0.96,0.4,0.03,0.92,0.04,0.02,0.99,0.64,1.0,1.0,0.79,0.42,0.28,0.0,0.0,1.0,0.99,0.02,0.03,0.0,0.19,0.0,1.0,0.87,0.9,0.0,1.0,1.0,0.94,1.0,0.0,0.0,0.3,0.0,1.0,1.0,1.0,0.05,0.96,0.6,0.83,0.47,0.27,1.0,0.59,1.0,1.0,0.0,0.62,0.34,0.12,0.02,0.58,0.06,0.45,0.04,0.2,0.67,0.09,0.88,0.33,0.1,0.04,1.0,0.2,0.0,0.97,0.38,0.03,0.95,0.55,0.09,1.0,0.39,1.0,0.7,0.76,0.02,0.0,0.0,0.23,0.9,0.16,0.2,0.0,0.0
machamp,0.99,0.78,0.07,1.0,1.0,1.0,1.0,0.67,0.04,1.0,1.0,0.66,1.0,1.0,0.87,0.86,0.68,0.02,1.0,0.66,0.49,0.0,1.0,0.99,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.24,1.0,0.31,1.0,0.99,1.0,0.58,0.99,1.0,0.88,1.0,0.99,0.94,0.05,1.0,1.0,0.99,0.07,1.0,0.19,1.0,0.97,1.0,0.55,1.0,0.9,0.01,0.98,0.0,0.0,1.0,1.0,0.31,0.95,0.79,0.07,1.0,0.73,1.0,1.0,1.0,1.0,0.57,0.45,0.0,1.0,1.0,0.78,0.0,0.0,1.0,0.09,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.71,0.0,1.0,0.03,1.0,1.0,1.0,0.21,1.0,0.99,1.0,0.85,0.96,1.0,0.87,1.0,1.0,0.94,0.9,0.67,0.92,0.34,0.99,0.2,0.89,0.12,0.99,0.86,0.46,0.97,0.79,0.72,0.25,1.0,0.17,0.02,1.0,1.0,0.66,1.0,0.66,0.89,1.0,0.8,1.0,1.0,0.91,0.7,0.13,0.0,0.52,1.0,0.75,0.09,0.0,0.0
bellsprout,0.63,0.01,0.0,0.08,0.0,0.0,0.65,0.34,0.12,1.0,1.0,0.01,1.0,1.0,0.0,0.04,0.0,0.0,0.85,0.24,0.0,0.0,0.08,0.02,0.77,0.0,0.63,0.25,0.01,0.0,0.01,0.13,0.01,0.01,0.32,0.01,0.0,0.0,0.89,0.04,0.7,0.01,0.95,0.0,0.0,1.0,0.97,0.03,0.0,0.74,0.6,0.0,0.0,0.64,0.09,0.2,0.0,0.1,0.0,0.95,0.57,0.17,0.01,0.0,0.0,0.84,0.09,0.03,0.11,0.0,0.0,0.02,0.0,1.0,0.99,0.83,0.01,0.0,0.97,0.78,0.6,0.01,0.0,0.0,0.0,0.15,0.0,0.14,0.0,0.62,0.01,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.53,0.9,0.01,0.02,0.0,0.96,0.58,0.5,0.86,0.07,0.02,0.0,1.0,0.68,0.0,0.0,0.13,0.68,0.04,0.57,0.13,0.51,0.05,0.0,0.0,0.0,0.0,0.01,0.0,0.01,1.0,0.0,0.0,0.78,0.01,0.0,0.23,0.0,0.01,0.98,0.06,0.93,0.76,0.01,0.06,0.0,0.0,0.0,0.11,0.01,0.0,0.0,0.0
weepinbell,1.0,0.22,0.01,0.05,0.08,0.0,0.99,0.76,0.17,1.0,1.0,0.16,1.0,1.0,0.0,0.06,0.08,0.0,0.99,0.54,0.08,0.0,0.82,0.03,0.98,0.14,1.0,0.86,0.91,0.09,0.02,0.83,0.15,0.05,0.73,0.01,0.51,0.0,1.0,0.73,1.0,0.01,1.0,0.81,0.0,1.0,0.98,1.0,0.0,1.0,0.87,0.02,0.0,0.93,0.17,0.93,0.65,0.12,0.0,0.99,0.92,0.13,0.08,0.0,0.0,0.95,0.92,0.03,0.99,0.13,0.0,0.07,0.0,1.0,1.0,1.0,0.06,0.04,1.0,0.9,1.0,0.13,0.0,0.0,0.0,0.94,0.0,0.61,0.01,1.0,0.17,0.44,0.0,0.0,1.0,0.0,0.0,1.0,0.94,1.0,0.18,0.99,0.0,1.0,0.99,0.94,0.98,0.39,0.14,0.0,1.0,1.0,0.0,0.02,0.63,0.81,0.16,0.98,0.13,0.76,0.13,0.22,0.0,0.0,0.17,0.0,0.0,0.01,1.0,0.03,0.02,1.0,0.8,0.39,0.86,0.01,0.32,0.99,0.8,0.99,0.86,0.11,0.05,0.0,0.0,0.0,0.87,0.01,0.0,0.0,0.0
victreebel,1.0,1.0,0.2,0.83,0.34,0.05,1.0,1.0,0.13,1.0,1.0,0.91,1.0,1.0,0.41,0.92,0.24,0.06,1.0,0.89,0.76,0.09,0.99,0.73,1.0,0.64,1.0,1.0,0.97,0.76,0.13,0.99,0.94,0.29,0.98,0.18,0.97,0.08,1.0,0.88,1.0,0.29,1.0,1.0,0.73,1.0,1.0,1.0,0.27,1.0,0.99,0.98,0.0,1.0,0.39,1.0,0.92,0.79,0.03,1.0,0.96,0.84,0.17,0.0,0.0,1.0,0.99,0.94,1.0,0.99,0.18,0.09,0.04,1.0,1.0,1.0,0.23,0.3,1.0,0.91,1.0,0.73,0.88,0.19,0.08,1.0,0.2,0.95,0.78,1.0,0.88,0.95,0.32,0.0,1.0,0.41,0.0,1.0,0.98,1.0,0.97,1.0,0.74,1.0,1.0,1.0,0.99,0.98,0.99,0.28,1.0,1.0,0.0,0.94,0.88,1.0,0.47,1.0,0.91,0.98,0.17,0.97,0.09,0.03,0.67,0.27,0.0,0.61,1.0,0.04,0.78,1.0,0.98,0.87,1.0,0.27,0.96,1.0,0.98,1.0,0.96,0.74,0.81,0.0,0.0,0.0,0.97,0.67,0.04,0.0,0.04
tentacool,0.99,0.94,0.14,0.98,0.81,0.0,0.0,0.0,0.0,1.0,1.0,0.62,1.0,1.0,0.16,0.99,0.84,0.01,0.99,0.66,0.82,0.01,0.67,0.0,0.75,0.0,0.9,0.9,0.95,0.75,0.17,0.93,0.88,0.16,0.69,0.03,0.91,0.0,0.98,0.62,1.0,0.25,0.99,0.99,0.87,0.95,0.12,0.99,0.0,0.0,0.0,0.65,0.15,0.0,0.0,0.92,0.17,0.86,0.0,0.02,0.0,0.0,0.82,0.0,0.0,0.12,0.05,0.0,0.99,0.98,0.17,0.22,0.0,0.83,0.78,0.85,0.85,0.32,0.0,0.0,0.18,0.0,0.96,0.79,0.07,0.02,0.0,0.94,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.01,0.0,0.0,0.11,0.0,0.99,0.18,0.93,0.85,0.71,0.92,0.7,0.93,0.18,1.0,0.94,0.0,0.81,0.33,0.28,0.0,0.05,0.0,0.0,0.0,0.0,0.32,0.01,0.0,0.47,0.0,0.02,1.0,0.0,0.0,0.97,0.31,0.0,0.0,0.32,0.25,1.0,0.29,1.0,0.03,0.05,0.18,0.0,0.0,0.03,1.0,0.29,0.79,0.0,0.0
tentacruel,1.0,1.0,1.0,1.0,1.0,0.15,0.91,0.39,0.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,0.83,1.0,0.88,1.0,0.89,0.94,0.25,0.97,0.04,0.98,1.0,1.0,0.93,0.95,1.0,0.97,0.94,1.0,0.56,1.0,0.69,1.0,0.88,1.0,0.93,1.0,1.0,0.97,0.99,0.85,1.0,0.67,0.97,0.6,1.0,0.53,0.94,0.01,1.0,0.89,0.94,0.94,1.0,0.23,0.0,1.0,0.71,0.57,0.81,0.41,0.25,1.0,1.0,0.98,1.0,0.26,0.97,0.83,0.73,1.0,0.91,0.11,0.0,0.8,0.19,0.98,0.99,0.87,1.0,0.41,1.0,0.91,0.99,0.13,0.85,0.68,0.01,0.93,0.73,0.1,0.87,0.45,0.64,0.0,1.0,0.92,0.99,0.97,0.99,1.0,0.96,0.95,0.34,1.0,1.0,0.02,0.99,0.96,1.0,0.84,1.0,0.58,0.99,0.17,0.92,0.93,0.99,0.0,0.98,0.04,0.49,1.0,0.28,0.03,1.0,0.97,0.26,0.57,0.96,0.78,1.0,1.0,1.0,1.0,0.84,0.75,0.45,0.7,0.95,1.0,1.0,1.0,0.0,0.0
geodude,0.0,0.0,0.0,1.0,0.97,0.78,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.01,1.0,0.9,0.0,0.29,0.0,1.0,0.0,1.0,0.44,1.0,0.98,0.0,0.0,0.77,0.0,0.0,0.81,0.0,0.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.92,0.1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.03,0.01,0.02,0.0,1.0,0.34,0.0,0.0,1.0,1.0,0.32,0.9,0.01,0.0,0.0,0.85,0.04,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,0.82,0.06,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.91,0.0,1.0,0.96,0.24,0.0,1.0,0.02,0.0,1.0,0.92,0.0,1.0,0.7,0.0,0.04,0.06,0.14,0.04,0.87,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0
graveler,0.0,0.0,0.0,1.0,1.0,0.99,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.27,1.0,1.0,0.13,0.05,0.07,1.0,0.19,1.0,1.0,1.0,1.0,0.0,0.0,0.97,0.76,0.0,0.9,0.86,0.0,0.0,0.0,1.0,0.85,0.04,0.0,0.07,0.0,0.02,0.0,0.0,0.87,0.21,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.0,0.06,0.02,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.97,0.07,0.04,1.0,0.93,0.0,0.0,1.0,1.0,0.82,0.98,0.11,0.0,0.0,1.0,0.06,0.0,0.0,0.87,0.59,0.08,0.73,0.12,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.08,0.0,1.0,1.0,0.93,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,1.0,0.0,1.0,1.0,0.27,0.01,1.0,0.04,0.0,1.0,1.0,0.0,1.0,0.95,0.0,0.2,0.05,0.23,0.11,0.95,0.0,0.0,0.01,0.79,0.0,0.0,0.0,0.0,0.0
golem,0.03,0.0,0.0,1.0,1.0,0.98,0.25,0.04,0.01,1.0,1.0,0.0,1.0,1.0,0.6,1.0,1.0,0.83,0.7,0.0,1.0,0.7,1.0,1.0,1.0,1.0,0.64,0.0,1.0,0.93,0.0,0.98,0.86,0.0,0.0,0.0,1.0,0.98,0.58,0.0,0.33,0.0,0.16,0.06,0.0,0.86,0.81,0.01,0.0,0.5,0.0,0.0,0.0,0.03,0.02,0.55,0.01,1.0,0.75,0.16,0.05,0.0,0.01,0.06,0.0,0.66,0.01,0.0,0.19,0.0,0.0,0.14,0.15,1.0,0.96,0.06,1.0,1.0,0.0,0.0,1.0,1.0,0.98,1.0,0.57,0.0,0.0,1.0,0.79,0.11,0.0,0.88,0.83,0.77,0.83,0.82,0.12,0.11,0.01,1.0,1.0,0.09,0.0,0.16,0.0,0.3,0.64,0.0,1.0,1.0,0.98,0.95,0.0,0.0,0.0,0.08,0.02,0.0,0.0,0.03,0.0,0.0,1.0,0.0,1.0,1.0,0.71,0.0,1.0,0.03,0.0,1.0,1.0,0.0,1.0,1.0,0.05,1.0,0.08,0.18,0.07,1.0,0.0,0.0,0.42,0.94,0.14,0.0,0.0,0.0,0.0
ponyta,1.0,0.97,0.69,1.0,0.66,0.0,0.1,0.02,0.0,1.0,1.0,0.89,1.0,1.0,0.92,0.87,0.71,0.09,0.98,0.12,0.95,0.09,0.73,0.63,0.89,0.23,0.13,0.68,0.96,0.9,0.0,0.99,0.9,0.0,0.82,0.27,0.48,0.0,1.0,0.37,1.0,0.05,0.99,1.0,0.77,0.94,0.94,1.0,0.43,0.38,0.0,0.16,0.09,0.31,0.0,0.68,0.01,0.24,0.0,0.19,0.0,0.0,0.06,0.13,0.0,0.78,0.51,0.0,0.98,0.95,0.66,0.19,0.01,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.0,0.6,0.77,0.7,0.04,0.04,0.0,0.91,0.28,0.02,0.0,0.96,0.58,0.0,0.4,0.95,0.02,0.2,0.0,0.97,0.26,1.0,0.73,0.76,0.17,0.99,0.9,0.2,1.0,0.21,0.0,0.0,0.05,0.94,0.05,0.1,0.0,0.2,0.0,0.11,0.0,0.27,0.97,0.56,0.36,0.0,1.0,0.0,1.0,0.01,0.02,1.0,0.77,0.0,0.24,0.02,0.74,0.0,0.0,0.0,0.0,0.0,0.01,0.65,0.02,0.0,0.48,0.03,0.0,0.0,0.0
rapidash,1.0,1.0,0.91,0.98,0.97,0.17,0.95,0.71,0.03,1.0,1.0,1.0,1.0,1.0,0.99,0.99,0.93,0.41,0.95,0.66,1.0,0.69,0.92,0.69,0.98,0.31,0.9,0.94,0.99,0.98,0.14,1.0,0.98,0.04,0.99,0.36,1.0,0.39,1.0,0.33,1.0,0.87,1.0,1.0,0.92,1.0,0.97,1.0,0.9,0.96,0.1,0.95,0.2,0.96,0.13,0.92,0.66,0.77,0.14,0.87,0.78,0.03,0.93,0.16,0.15,0.72,0.78,0.5,1.0,0.98,0.69,0.69,0.09,0.69,0.04,0.0,0.98,0.21,0.3,0.01,1.0,0.68,0.79,0.99,0.69,0.8,0.22,0.98,0.3,0.78,0.7,1.0,0.96,0.24,0.61,0.98,0.5,0.89,0.13,1.0,0.77,1.0,0.73,0.68,0.69,0.99,0.98,0.82,1.0,0.57,0.16,0.0,0.42,0.95,0.6,0.83,0.03,0.72,0.31,0.72,0.0,0.94,0.88,0.91,0.33,0.89,0.99,0.07,1.0,0.06,0.03,1.0,0.92,0.02,0.44,0.77,0.99,0.02,0.0,0.36,0.0,0.0,0.2,0.91,0.17,0.2,0.93,0.93,0.03,0.0,0.14
slowpoke,0.04,0.0,0.0,1.0,1.0,0.05,1.0,0.21,0.0,1.0,1.0,0.03,1.0,1.0,0.63,0.97,0.9,0.07,0.63,0.0,0.87,0.1,1.0,0.81,0.81,0.0,0.92,0.78,0.86,0.01,0.0,0.74,0.06,0.0,0.0,0.0,1.0,0.46,0.0,0.0,1.0,0.14,0.0,0.0,0.0,1.0,0.74,0.01,0.0,0.98,0.79,0.04,0.0,0.95,0.0,0.88,0.01,1.0,0.14,1.0,0.12,0.23,0.95,0.3,0.0,1.0,1.0,0.62,0.02,0.0,0.0,1.0,0.89,1.0,1.0,1.0,1.0,0.72,0.12,0.0,0.0,0.0,0.72,0.58,0.09,0.99,0.0,0.92,0.0,0.13,0.0,0.78,0.0,0.02,1.0,0.39,0.0,0.05,0.0,0.04,0.0,0.0,0.0,1.0,0.79,1.0,0.92,0.0,0.02,0.0,1.0,0.99,0.0,0.0,0.0,0.99,0.01,0.58,0.01,0.0,0.0,0.0,0.72,0.54,0.0,0.81,0.11,0.0,1.0,0.0,0.0,0.98,0.36,0.0,0.0,0.68,0.0,1.0,0.65,1.0,0.05,0.13,0.0,0.05,0.0,0.0,0.06,0.0,0.02,0.0,0.0
slowbro,0.38,0.09,0.07,1.0,1.0,0.99,1.0,1.0,0.31,1.0,1.0,0.76,1.0,1.0,0.98,1.0,1.0,0.77,0.97,0.62,1.0,0.73,1.0,1.0,1.0,0.67,1.0,0.98,0.99,0.92,0.55,1.0,0.9,0.63,0.05,0.0,1.0,1.0,0.98,0.03,1.0,0.92,0.45,0.03,0.02,1.0,1.0,0.93,0.56,1.0,0.99,0.79,0.03,1.0,0.46,1.0,0.73,1.0,0.73,1.0,1.0,1.0,1.0,0.99,0.41,1.0,1.0,1.0,0.2,0.12,0.11,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.28,0.08,0.02,0.94,0.99,0.5,1.0,0.47,1.0,0.09,1.0,0.64,0.92,0.08,0.05,1.0,1.0,0.17,0.99,0.17,0.1,0.05,0.04,0.0,1.0,1.0,1.0,1.0,0.05,0.89,0.05,1.0,1.0,0.0,0.05,0.37,1.0,0.96,1.0,0.62,0.67,0.0,0.0,0.97,1.0,0.58,1.0,0.8,0.01,1.0,0.0,0.0,1.0,0.97,0.94,0.68,0.99,0.01,1.0,1.0,1.0,0.93,0.84,0.0,0.62,0.0,0.65,1.0,0.61,0.31,0.0,0.0
magnemite,0.0,0.0,0.0,0.0,0.0,0.06,1.0,0.91,0.04,1.0,1.0,0.86,1.0,1.0,0.0,1.0,1.0,0.07,0.01,0.0,1.0,0.28,0.0,0.0,0.89,0.0,0.0,0.0,0.32,0.0,0.0,0.39,0.02,0.0,0.23,0.0,0.45,0.0,0.98,0.0,1.0,0.2,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.05,0.0,0.0,0.0,0.0,1.0,0.79,0.09,0.13,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.74,0.19,0.0,0.0,0.0,0.0,0.0,1.0,0.91,0.31,0.0,1.0,0.86,0.09,0.94,0.21,0.24,0.0,1.0,0.5,0.99,0.74,0.0,0.0,0.31,0.0,1.0,1.0,0.38,0.0,0.01,0.0,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21,1.0,0.25,1.0,0.25,0.01,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.24,0.17,0.0,0.63,0.01,0.0,0.01,1.0,0.3,1.0,0.74,0.98,0.0,0.24,0.0,0.28,0.33,0.01,0.0,0.0,0.0
magneton,1.0,0.86,0.03,1.0,0.83,0.36,1.0,1.0,0.43,1.0,1.0,1.0,1.0,1.0,0.72,1.0,1.0,0.82,0.71,0.09,1.0,0.84,0.93,0.0,1.0,0.32,0.18,0.01,1.0,0.97,0.0,1.0,1.0,0.0,0.99,0.71,0.97,0.08,1.0,0.97,1.0,1.0,1.0,0.99,0.29,0.89,0.13,0.99,0.19,0.69,0.13,0.84,0.07,1.0,0.53,0.13,0.0,0.78,0.0,1.0,1.0,0.65,0.99,0.83,0.52,0.11,0.01,0.0,0.99,0.86,0.06,1.0,0.77,0.0,0.0,0.0,0.36,0.39,1.0,0.98,1.0,0.33,1.0,1.0,0.83,1.0,0.84,1.0,0.84,1.0,1.0,1.0,1.0,0.32,0.0,1.0,0.37,1.0,1.0,1.0,0.56,1.0,0.2,0.09,0.01,0.95,0.59,0.2,0.99,0.59,0.0,0.0,0.82,0.58,0.0,1.0,0.98,1.0,1.0,1.0,0.82,0.67,1.0,0.86,0.49,0.33,0.0,0.0,1.0,1.0,1.0,1.0,0.94,1.0,0.77,0.34,0.96,1.0,1.0,1.0,1.0,1.0,0.0,0.81,0.02,0.18,1.0,0.89,0.19,0.03,0.0
