,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
electrode,3,-4,-4,3,3,3,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,3,3,3,-2,-2,2,3,-2,2,3,-2,3,3,3,-4,3,3,1,1,3,5,-4,3,-4,3,3,1,-2,1,3,1,1,1,3,3,3,1,1,1,1,3,3,3,3,-2,3,3,-4,1,3,-2,-2,-2,3,3,1,3,3,5,1,1,1,1,3,3,3,1,1,5,-6,-4,-4,-4,-4,1,1,3,-,5,-4,-4,-2,1,1,3,3,3,-2,-2,-3,-6,3,1,1,1,1,1,3,3,1,3,4,3,3,3,1,1,3,3,3,3,4,-4,3,1,3,1,1,1,-4,3,-4,3,3,4,4,-4,-4
exeggcute,5,-5,-4,-2,-1,-1,-3,-3,-1,4,5,-5,4,5,4,-3,-3,-3,-3,-3,-3,-3,-5,-3,4,-3,2,-3,-3,-3,-3,-3,-3,-3,-4,-2,-1,-1,-4,-3,4,-4,5,-5,-4,4,-4,-5,-5,2,4,-3,-3,-3,-3,4,-3,-2,-1,2,-3,-3,-1,4,5,-4,-3,-3,-4,-3,-3,-1,-1,1,1,2,-1,-1,3,-4,-5,-5,-3,-3,-3,-3,-1,-4,-3,-3,-1,-7,-7,-5,2,-5,-4,2,-3,6,-5,-,-3,3,-3,2,-3,-4,-4,-3,1,2,-1,-5,-3,-3,-1,-3,-3,-3,-1,-5,-3,-1,-3,-1,-3,-3,2,-1,-1,6,-3,-1,-4,-1,-3,1,-1,2,2,-3,-4,-1,-3,-1,-3,-3,-1,-1,-1
exeggcutor,3,4,4,-3,-3,-3,1,2,4,3,3,4,1,3,4,4,4,-3,2,-3,2,-3,4,4,2,4,1,2,3,4,-5,3,4,-4,3,-3,-3,-3,3,4,2,4,3,3,5,3,3,3,4,2,2,2,-3,2,4,2,4,-3,-3,2,2,4,2,2,4,3,3,4,3,4,-4,-3,-3,1,1,1,-3,-3,1,3,3,4,4,-3,-3,3,-3,3,-4,1,-3,7,-7,-7,2,3,4,1,2,4,4,3,-,1,1,2,3,3,-4,-3,1,1,3,6,-3,2,-3,2,4,2,-3,4,4,-3,4,-3,-3,-3,2,-3,-3,3,4,-3,4,-3,3,1,2,2,2,-3,-4,-2,-3,-2,3,4,-3,-3,-3
cubone,-1,-1,-1,2,-3,-1,-1,-1,-1,2,3,-3,2,2,4,2,-3,-3,-3,-3,2,-3,2,4,2,2,4,-3,2,-3,-1,2,-1,-1,-1,-1,2,-1,3,-3,4,-5,-2,-1,-1,1,-2,4,-3,2,-3,-3,-3,-1,-1,4,-3,2,-3,-1,-1,-1,-1,-3,-3,4,-5,-3,-1,-1,-1,-1,-1,1,-3,-3,2,-3,-2,-2,2,4,-3,2,-3,-1,-1,3,-3,-1,-1,2,-3,-3,2,-3,-1,-3,-1,2,4,-3,-1,-,-3,2,-3,-2,4,-3,3,-3,-1,-1,-3,-1,-1,-1,-1,-1,-1,-3,-3,-1,2,-1,-3,-1,4,-1,-1,4,4,-1,3,-1,-1,-1,-1,-1,-1,-3,-2,-1,-5,-1,-3,-1,-1,-1,-1
marowak,-3,-1,-1,2,2,-3,3,-1,-1,2,1,-3,2,1,4,2,4,-3,2,-3,2,-3,2,4,2,2,1,-3,1,2,-1,2,2,-1,3,-1,2,2,3,-3,4,-5,3,-2,-1,1,1,4,-3,2,4,2,-3,-1,-1,2,4,2,-3,-3,-1,-1,-1,2,-3,3,4,4,3,-1,-1,-1,-1,1,1,-3,2,2,-4,-2,2,2,4,2,-3,-1,-1,1,4,3,-1,2,2,-3,2,3,-3,-3,-1,2,2,3,-1,3,-,2,4,-4,1,-3,1,3,-1,-1,-3,-1,-1,-1,-1,-1,-1,-3,4,-1,2,2,4,-1,4,-1,-1,4,4,-1,2,2,3,1,-1,2,-1,4,-4,-1,-5,-1,-3,-3,-1,-1,-1
hitmonlee,-2,-2,-2,1,-2,-1,-2,-2,-2,1,3,-2,1,3,-2,1,-2,-1,1,-1,1,-1,1,-2,-1,-1,-2,-2,-2,-2,-2,1,-2,-1,1,-2,1,-1,1,-2,1,-1,-2,-2,-2,2,-2,-2,-1,-1,-1,-1,-1,-2,-1,1,-1,-2,-1,-1,-1,-2,-1,-1,-1,-2,-2,-2,1,-2,-2,1,-1,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-,-2,-2,-2,-2,-2,-2,1,-2,-1,-2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-2,-2,1,1,-2,-1,-2,2,-2,-2,1,-2,-1,-2,-1,-1,-1,-2,-2,-2,-1,-1
hitmonchan,3,-2,-1,3,-2,-1,3,3,-2,1,3,3,1,3,3,3,3,-3,1,2,1,-2,2,-3,2,-1,3,-4,3,3,-3,3,3,-3,1,3,-2,-1,1,3,1,-3,3,3,-3,3,3,3,-3,2,-3,2,2,3,-2,1,-3,3,-1,-3,-3,-3,2,-1,-1,3,3,3,3,-2,-2,1,-1,3,3,3,-2,-1,3,-2,-2,-2,3,3,-2,-2,-2,3,-4,3,-2,-1,-1,-1,3,-2,-2,3,3,-3,-1,3,-3,3,-4,2,-,3,3,-4,3,-3,1,-4,-2,-2,-1,3,-2,-2,-1,-1,-3,-1,-1,-1,-3,-2,3,-1,-2,1,1,-2,-1,-2,3,-2,-2,1,-2,-2,-2,-1,-1,-1,3,3,-3,-1,-1
lickitung,4,4,-3,4,4,-3,4,4,-3,2,2,4,2,2,3,2,3,-3,2,-3,2,-3,2,4,2,-3,2,-3,4,4,4,2,4,-3,4,-3,4,-3,3,-3,2,4,4,4,-5,1,2,3,4,2,-3,2,-3,4,-3,2,-3,4,-3,4,4,-3,2,2,-3,-3,-3,-3,4,-3,-3,2,-3,1,2,2,4,-3,3,-5,-3,-3,3,2,3,-3,-3,3,4,4,-3,4,4,-3,2,-3,-3,2,3,4,-3,4,-3,2,4,2,-3,-,4,4,1,2,-3,-5,-3,4,-3,4,-3,-3,-3,4,3,-3,-3,-3,3,-3,2,-3,-3,4,4,-3,-3,-3,4,-3,-3,2,-3,4,-3,-3,-3,-3,2,4,3,-3,-3
koffing,4,4,4,-3,-3,-3,-3,-3,-3,2,1,-3,2,2,4,2,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-1,-1,-5,-4,-1,4,-4,-1,-3,-3,-3,-2,3,-3,2,4,3,4,4,1,1,3,-3,2,-1,-3,-3,-3,-3,-3,-3,-3,-3,4,-3,-3,2,-1,-1,-3,-3,-1,4,4,-3,-2,-1,-2,-1,-1,-3,-3,3,-4,-3,-2,-3,2,-3,-3,-3,-4,-3,4,-3,-1,-1,-1,-3,-1,-1,2,-3,-3,-3,4,4,-3,-1,2,-3,-4,-,-3,-2,-1,-3,4,-3,-3,-3,-3,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,2,-3,-3,4,-3,-2,-1,-2,-3,-3,-3,4,-3,-3,-2,-1,-1,-1,4,-3,-3,-1,-1
weezing,2,4,4,4,-3,-3,1,3,-3,1,1,2,1,1,2,1,2,4,2,-3,2,3,3,-3,2,-3,3,-3,3,5,-3,3,4,-3,3,-4,-3,-3,3,-4,1,4,3,3,3,1,1,1,4,2,-3,2,-3,1,4,2,4,4,-3,2,4,-3,2,-3,-3,3,-4,-4,3,3,4,-3,-3,-4,-4,-4,-3,-3,3,3,3,-3,2,2,2,3,-3,3,5,1,-3,-3,-3,-1,-3,-2,-1,1,2,4,-3,3,3,3,3,2,4,-4,3,-,-4,-2,3,4,-3,4,-3,2,4,4,-3,-3,2,-3,-3,-3,2,-3,2,-3,-3,3,3,-3,-3,-3,3,3,3,1,4,4,-4,-3,-3,-3,3,4,-3,-2,-1
rhyhorn,-1,-1,-1,2,2,2,-1,-1,-1,2,2,-1,2,2,-3,2,3,4,2,-1,2,4,2,-3,2,2,-3,-3,2,-1,-1,2,-1,-1,-1,-1,2,2,3,-1,2,-3,-1,-1,-1,-1,-1,-3,-1,2,-3,-1,-1,-1,-1,2,-3,2,4,-1,-1,-1,-1,2,-3,-3,-3,-3,-1,-1,-1,-1,-1,1,-3,-1,2,2,-2,-1,2,2,2,2,4,-1,-1,-3,-3,-1,-1,-1,-1,-1,-3,-3,-1,-1,-1,2,2,-1,-1,-3,-1,2,-3,-1,2,4,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,-3,-1,2,-1,-1,4,4,-1,2,2,-1,-1,-1,-1,-1,4,-1,-1,4,2,-1,-1,-1,-1,-1
rhydon,-1,-1,-1,2,2,2,-1,-1,-1,2,1,2,2,1,2,2,2,3,2,-3,2,2,2,2,2,2,-3,-3,2,2,-1,2,2,-1,3,-1,2,2,1,-3,2,-3,1,-1,-1,1,1,2,-1,2,2,2,-3,-1,-1,2,2,2,2,-1,-1,-1,-1,2,2,3,4,-3,-1,-1,-1,-1,-1,1,1,2,2,2,-2,-2,2,2,2,2,2,-1,-1,1,-3,-1,-1,2,2,-1,2,-3,-3,-1,-1,2,2,-1,-1,3,-3,2,3,-2,1,2,1,-,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,3,-3,2,-1,-1,2,2,-1,2,2,-3,1,-1,-1,-1,2,-2,-1,4,2,-1,-1,-1,-1,-1
chansey,1,2,2,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,-1,2,3,2,3,1,2,3,3,-3,2,3,-3,3,-3,2,-3,3,3,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,-1,2,-3,2,2,2,3,4,4,2,2,-1,1,2,2,2,3,1,1,1,2,3,1,3,3,4,2,2,-1,2,3,3,-3,1,2,3,4,-3,2,3,-3,2,2,3,3,1,3,1,1,1,-1,3,3,-3,1,1,-,2,-1,2,2,2,2,2,2,3,2,2,-3,3,2,-1,2,2,-3,3,3,-3,-3,3,3,1,2,2,2,2,-2,3,3,3,2,2,2,-3,-3
tangela,3,6,-5,-3,-3,-2,1,3,-3,3,5,4,3,3,4,3,-4,-3,2,-3,4,-3,3,-5,4,4,1,3,-4,-4,-3,3,-3,-3,-4,-3,-3,-1,3,-6,3,-5,5,5,-6,3,5,4,-5,2,2,4,4,1,-3,4,4,-3,-2,2,4,-3,2,4,4,3,5,-4,3,5,-4,-3,-2,1,1,1,-3,-2,3,3,5,-5,4,-3,-3,3,-1,-4,-4,1,-3,-5,-5,-5,2,-4,-3,1,2,4,6,5,-6,1,1,2,4,5,-4,-3,1,1,-2,-,-3,2,-3,2,-3,2,-3,-5,-4,-1,5,-2,-4,-3,2,-3,-1,3,3,-3,-5,-1,-4,1,1,1,2,-3,-4,-1,-3,-1,3,-3,-3,-1,-3
kangaskhan,1,3,3,1,1,2,3,3,3,1,1,1,1,1,1,1,2,-3,1,2,1,2,1,2,2,2,1,3,1,3,3,1,1,3,3,3,1,-3,1,3,1,4,1,3,3,1,3,1,4,2,2,2,2,1,3,1,2,1,-3,2,-3,3,2,2,2,2,3,3,1,1,3,1,-3,1,1,1,2,-3,3,-4,1,3,1,1,2,3,3,1,3,3,-4,1,-3,-3,1,1,-2,1,3,2,-3,3,3,3,3,1,2,3,3,3,1,1,1,3,-,1,3,1,3,1,-3,2,2,2,2,2,3,-3,1,3,3,1,1,3,-3,3,3,3,3,3,3,4,3,-2,-2,-3,1,3,3,-3,-3
horsea,-2,-1,-1,2,2,-3,5,-4,-3,1,1,-3,1,1,-3,1,2,-3,2,-3,2,-1,2,-3,-1,-1,1,2,3,3,-3,3,-3,-3,3,-3,2,-3,3,-4,1,-3,3,-2,-2,1,3,3,-3,2,2,-3,-3,-4,-3,2,-3,2,-3,-3,-3,-3,4,-3,-3,3,3,3,-2,-2,-1,-3,-3,1,1,1,2,2,5,-4,-2,-1,2,2,-1,-4,-3,3,-4,4,-3,-1,-1,-1,2,-4,-3,3,-3,-1,-1,3,-2,1,1,2,2,-4,3,-3,1,1,-2,-1,-1,-,-3,-3,-3,-2,-1,-1,3,-3,-1,3,-3,-1,4,-1,-1,3,3,-3,-1,-3,-4,3,5,2,-3,2,-2,-3,-1,-3,1,-3,-1,-1,-1
seadra,1,3,-2,1,1,2,3,5,-4,1,1,3,1,1,3,1,1,3,1,2,1,2,1,3,2,-1,1,1,3,3,1,1,3,2,3,-4,1,2,3,3,1,3,1,3,3,1,3,2,4,2,2,2,-3,3,-4,1,-3,1,2,4,4,-4,2,4,4,2,3,3,1,3,-2,3,-4,1,1,1,2,2,5,-6,-2,-2,1,1,2,3,5,3,3,3,5,3,-3,-3,1,-4,-4,3,3,-3,-1,1,3,1,1,1,1,3,3,3,1,1,-2,3,-3,3,-,3,-4,-3,-3,-3,2,4,-1,2,-3,-3,3,-4,-4,3,3,5,-1,2,3,3,4,1,3,2,-4,-5,-1,4,1,3,1,-1,-3
goldeen,-2,-2,-1,2,3,-3,3,-4,-3,3,3,-3,3,3,-3,1,-3,-3,2,-3,2,-1,3,-3,-1,-1,1,-3,3,-4,-1,3,-3,-1,-3,-2,2,-3,3,-3,1,-3,-2,-2,-2,3,3,3,-3,2,-3,-3,-2,3,-3,-3,-2,1,-3,-3,-3,-3,2,-3,-3,3,3,-4,-2,-2,-1,-3,-3,1,1,1,2,-3,-4,-4,-2,-1,3,2,-1,3,-3,3,-4,4,-3,-1,-1,-1,2,-2,-1,3,-3,-1,-1,3,-2,1,1,2,-3,-4,3,-2,1,1,-2,-2,-1,3,-3,-,-3,-2,-1,-1,-3,-3,-1,-3,-3,-1,4,-1,-2,3,3,-3,-1,-3,-2,5,-4,3,-3,3,-2,-3,-1,-3,3,-3,-1,-1,-1
seaking,1,3,-3,1,2,2,3,3,-3,1,1,4,1,1,-3,1,2,-3,2,3,2,2,2,4,2,-1,1,1,3,3,-3,3,3,-3,3,-4,1,3,3,3,1,4,3,3,3,1,3,3,4,2,2,2,-3,3,-3,2,-3,1,3,3,4,-3,2,2,4,3,3,3,3,3,-3,4,4,1,1,1,2,2,3,5,-2,-1,1,2,2,3,-4,3,3,3,-3,-3,-3,-3,2,3,-4,3,-3,-3,-1,3,-4,1,1,2,2,3,3,-4,1,1,-2,3,-3,3,4,3,-,-3,-3,-3,2,4,-2,2,-3,-3,4,-3,-4,3,3,-4,-1,3,3,3,5,2,-3,2,-4,-3,-1,-3,1,-3,2,-1,-3
staryu,-2,-2,-2,1,1,3,2,3,3,1,1,3,1,1,3,1,2,-1,1,-1,1,-1,2,3,-1,-1,1,1,3,3,3,3,3,-1,3,-4,1,-3,3,-4,1,-3,3,-2,-2,1,3,3,-3,2,2,2,-1,2,-3,2,-3,1,-3,2,3,3,4,-3,-3,3,3,-2,-2,-2,-2,3,-3,1,1,1,2,2,3,3,-2,-2,2,1,-1,3,3,3,4,1,3,-2,-1,-1,1,-3,-4,1,2,-1,-1,3,-2,1,1,1,2,3,3,-4,1,1,-2,-2,-1,2,-3,2,3,-,-1,-1,2,-3,-1,2,-1,-1,1,-2,-2,3,3,-4,-1,-2,-4,3,3,1,3,2,-2,-3,-1,-3,1,3,1,-1,-1
starmie,1,3,3,1,1,1,1,1,3,1,1,3,1,1,2,1,1,2,1,2,1,1,1,3,1,-2,1,1,1,3,1,1,3,1,3,3,1,1,2,3,1,2,1,3,3,1,3,1,3,1,2,1,-3,1,3,1,3,1,1,1,1,3,1,2,4,1,3,3,1,3,3,3,3,1,1,1,1,1,1,3,3,-2,1,1,1,3,3,3,3,1,2,3,3,-4,1,3,4,1,1,3,-3,1,3,1,1,1,1,3,3,3,1,1,-2,3,3,1,3,1,3,1,-,3,1,3,3,1,3,3,1,1,3,1,3,4,-1,2,3,2,3,1,2,2,4,3,-2,3,1,1,1,-1,-4
mr. mime,3,3,3,3,3,-3,1,2,3,1,3,3,1,1,2,1,1,-3,1,-3,1,2,1,3,-3,-3,1,3,1,3,3,1,3,3,3,-4,3,-3,3,-4,1,-3,3,3,3,3,-4,1,-3,2,-3,3,-3,1,3,1,3,3,-3,2,2,3,-3,4,-3,1,3,3,3,3,3,3,-3,1,1,1,-3,-3,1,3,-4,-4,1,1,-1,3,3,2,3,1,2,3,4,-3,1,4,-4,1,1,4,-3,5,-4,3,3,1,1,4,2,3,1,1,-3,5,-1,1,3,1,3,1,-3,-,2,-3,-3,-3,3,-1,1,1,-4,3,3,-4,-3,-3,4,1,3,1,1,2,-2,-4,-3,-3,3,-4,-4,-3,-3
scyther,3,3,3,1,-2,-2,3,3,-2,1,3,3,1,3,3,1,3,3,1,3,1,3,1,-2,1,-2,3,-2,3,3,-2,1,3,-2,3,-2,1,-2,3,3,1,3,3,3,3,1,1,3,3,1,-2,1,-3,3,-2,1,-2,-2,-2,1,3,-4,1,2,-3,-2,-2,-2,1,3,3,1,-2,-2,-2,-2,-2,-1,3,-4,-2,-2,3,1,3,3,-2,3,-3,3,-2,3,-2,-1,-2,3,-2,1,3,-2,-1,3,4,3,-4,1,3,-3,3,-2,-2,-2,-2,4,-2,3,-2,3,-2,-2,-1,-2,-,-2,-1,-2,3,-2,1,-2,-2,3,3,-2,-1,-2,-2,3,-2,3,3,-3,-2,-2,-2,-2,3,-2,-2,-1,-2
jynx,1,1,1,1,3,-1,3,4,-4,1,1,1,1,1,2,1,1,1,1,-1,1,-1,1,3,1,-3,1,1,1,3,1,1,2,1,3,3,3,-1,2,3,1,1,1,1,1,1,1,1,3,2,2,1,-1,3,-4,1,-1,3,-3,3,3,-4,1,-3,-3,1,3,-2,1,1,1,3,-3,1,1,1,3,-3,3,-4,3,3,1,1,-1,4,-4,2,3,3,-4,3,-3,-3,1,3,3,2,-2,2,-3,1,3,1,1,1,1,3,2,3,1,1,-2,1,2,3,-4,3,-4,3,-3,3,2,-,-3,-2,2,-1,1,-2,-4,1,2,-4,-3,-2,3,5,-4,3,3,2,-2,4,3,-2,1,1,1,-1,-3
electabuzz,3,3,-4,2,3,3,1,1,3,1,1,1,1,1,3,1,1,1,1,2,1,1,1,3,1,3,-2,-2,2,3,-2,2,3,-2,3,3,3,-4,3,3,1,1,3,3,-4,3,3,3,3,1,-1,1,-3,1,2,1,3,3,3,1,1,1,1,4,4,3,-2,-2,3,3,3,1,3,-2,-2,-2,3,-3,1,3,3,3,1,1,1,1,3,3,3,1,1,5,-6,-3,-3,3,-4,1,1,3,4,3,-4,-2,-2,1,1,3,3,3,-2,-2,3,5,-2,1,1,1,2,1,-3,3,2,3,-,3,3,-1,1,1,3,3,3,3,-3,3,3,1,3,1,1,2,-2,3,-4,3,3,3,4,-3,-2
magmar,1,1,2,2,3,-2,3,3,-2,1,1,1,1,1,1,1,3,3,1,2,1,-3,1,3,1,-3,1,-2,2,3,-2,1,3,-2,3,3,2,-3,3,3,1,3,1,1,2,1,1,1,1,-1,-1,1,-3,3,-2,1,-3,3,-3,3,3,-2,1,2,-3,3,-2,-2,1,1,2,1,-1,-2,-2,-2,3,-3,-4,-2,3,-4,3,1,-1,-2,-2,3,3,3,3,3,-5,-3,3,3,-4,3,3,4,-3,1,3,1,-2,1,1,3,3,3,-2,-2,3,2,-2,3,-2,3,-2,-2,-1,3,2,2,-3,-,1,-1,3,-2,-2,3,3,-2,-3,3,3,-2,-2,3,-3,-3,-2,3,-3,-4,3,3,-3,-3,-1
pinsir,2,3,3,1,-2,-1,3,3,-4,1,3,3,1,3,2,1,3,-3,1,3,1,-3,1,3,2,-3,3,-4,3,3,-2,1,3,-2,3,-2,1,-1,1,3,1,4,3,3,3,2,3,3,4,2,2,2,-3,3,-3,1,-3,-2,-1,2,-3,-4,2,2,-3,3,3,3,1,3,3,1,-2,3,3,-4,-1,-1,3,-3,3,-2,3,1,-3,3,3,3,-3,3,-4,-4,-3,-3,-4,3,-2,3,3,-3,-3,3,3,3,-4,1,3,3,3,-2,3,-3,-2,4,-3,3,-3,3,3,2,-3,-3,-3,2,-3,-1,-,-2,1,-2,-3,1,2,3,-2,-2,3,3,-3,3,3,-3,-3,-1,-2,-1,1,-2,-2,-1,-1
tauros,1,3,3,1,1,3,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,3,1,3,3,1,1,3,1,3,1,3,1,3,1,3,1,3,3,1,1,1,2,1,2,1,2,1,3,1,2,1,3,1,3,3,1,1,2,1,3,3,1,1,3,1,3,1,1,3,1,3,3,3,1,3,1,1,2,1,3,1,3,1,3,1,1,-3,1,1,3,1,2,1,-3,3,3,1,1,1,2,3,3,3,1,3,1,3,3,1,3,1,3,1,-3,1,2,1,1,1,2,-,1,3,3,1,1,3,2,1,3,3,3,1,3,3,3,3,3,3,1,2,1,-3,-4
magikarp,-2,-2,-1,-4,-3,-3,-4,-4,-4,-10,-11,-2,-8,-10,-4,-4,-3,-1,-2,-1,-2,-1,-4,-3,-1,-1,-4,-2,-2,-2,-2,-2,-2,-1,-2,-2,-4,-1,-2,-2,-4,-3,-2,-2,-2,-2,-2,-4,-1,-3,-1,-1,-1,-4,-3,-2,-1,-4,-1,-3,-3,-4,-3,-1,-1,-4,-4,-2,-2,-2,-2,-2,-1,-4,-2,-2,-3,-3,-4,-4,-2,-2,-2,-2,-1,-4,-2,-2,-2,-4,-4,-1,-1,-1,-4,-2,-2,-4,-2,-1,-1,-2,-2,-4,-4,-1,-3,-2,-2,-2,-2,-2,-2,-2,-1,-4,-3,-4,-4,-1,-1,-1,-1,-1,-1,-3,-1,-1,-,-1,-2,-6,-4,-2,-1,-2,-2,-4,-2,-4,-1,-1,-2,-1,-1,-1,-2,-2,-1,-1,-1
gyarados,1,3,3,1,1,2,1,2,3,1,1,2,1,1,1,1,1,2,1,-3,1,2,1,3,-1,-1,1,1,1,3,1,1,3,2,3,-2,1,2,3,3,1,3,1,3,3,1,1,1,4,2,2,2,-2,1,4,1,-3,1,2,2,2,3,2,2,4,3,3,3,1,3,3,1,4,1,1,1,2,2,1,3,-2,-2,1,1,2,3,3,3,3,1,3,-2,-1,-1,1,3,-4,1,1,-1,-1,1,3,1,1,2,1,3,3,3,1,1,-2,3,-3,1,4,1,3,2,-1,-1,2,2,-1,2,2,-3,1,-,-2,2,2,3,-1,2,-2,3,3,1,2,2,-4,-3,-1,4,1,1,1,-1,-1
lapras,1,2,-3,2,2,2,1,3,4,1,1,2,1,1,2,1,2,2,2,2,2,2,1,4,2,-3,1,2,1,3,2,1,4,2,3,4,2,4,2,3,1,2,1,1,3,1,1,1,4,2,2,2,3,1,4,2,3,2,2,2,2,3,2,4,4,1,3,3,1,1,-3,4,4,1,1,1,2,2,2,3,3,-3,2,2,2,3,4,3,3,1,3,4,-3,-3,2,3,-5,1,2,4,-3,1,3,1,1,2,2,3,3,4,1,1,3,2,3,2,4,2,4,2,-3,4,2,4,-3,2,3,-3,2,2,-,1,3,5,-3,2,3,1,3,1,2,2,3,4,-3,4,1,2,2,-3,-3
ditto,-4,-3,-3,-3,-3,-3,-4,-3,-3,5,7,-4,6,6,-3,-3,-3,-1,-3,-1,-3,-1,-3,-3,-3,-3,-4,-2,-4,-3,-3,-3,-3,-2,-4,-3,-3,-1,-4,-3,4,-3,-4,-4,-3,-4,-4,-4,-3,-3,-3,-3,-2,-3,-3,-1,-1,-3,-3,-3,-3,-1,-3,-3,-3,-2,-2,-1,-4,-3,-3,-2,-1,-4,-4,-2,-3,-3,-4,-4,-4,-1,-3,-1,-1,-4,-1,-4,-3,-4,-3,-3,-3,-3,-3,-3,-1,-3,-2,-3,-3,-6,-3,-4,-4,-1,-1,-4,-4,-3,-4,-2,-3,-3,-1,-3,-3,-3,-3,-3,-1,-3,-3,-1,-3,-3,-1,-1,6,-2,-1,-,-3,-1,-1,-1,-4,-4,-1,-3,-3,-3,-2,-1,-1,-1,-3,-3,-1,-1,-1
eevee,3,-3,-3,2,-3,-3,3,-3,-3,3,3,-3,1,3,-3,2,-3,-2,2,-2,2,-1,2,-3,2,-3,3,-2,3,-3,-3,3,-3,-2,3,-3,-3,-3,3,3,2,-3,3,3,4,3,3,3,-3,2,-2,2,-2,-3,-3,2,-1,-3,-3,2,-3,-1,2,2,-3,-2,-2,-1,2,-3,-3,-3,-2,-4,-4,-3,-3,-3,3,-4,3,-3,-3,2,-1,3,-3,3,-3,3,-3,-3,-3,-3,-3,3,-3,3,-2,-3,-3,3,-3,-4,-4,-1,-1,4,3,-3,-4,-2,3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-2,-1,4,-2,-3,3,-,-3,-2,-2,3,-4,-3,-3,-3,-3,-2,-1,-2,-2,3,-3,-2,-2,-3
vaporeon,1,3,-3,2,2,2,3,5,-5,1,1,2,1,1,2,1,2,2,2,2,2,2,1,3,2,-3,1,2,1,3,2,1,3,2,3,3,2,2,2,3,1,2,1,3,3,1,2,1,4,2,2,2,3,3,-5,2,3,1,2,4,4,-5,2,4,4,1,3,3,1,3,-3,4,5,1,1,1,2,2,4,6,3,-3,1,2,2,3,-5,2,3,3,4,4,4,-3,2,5,-5,2,-3,4,-3,1,3,1,1,2,2,3,2,3,1,1,3,3,3,3,5,3,4,4,-4,4,2,4,-3,2,3,-3,2,-3,-5,1,3,-,-3,2,3,3,3,1,3,2,3,4,-3,3,1,2,2,-3,-5
jolteon,3,3,-4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,-2,-2,1,3,-2,1,2,-2,3,3,3,3,1,3,1,1,3,3,-4,3,4,1,3,1,-2,1,3,1,1,1,2,1,3,1,1,1,1,3,3,1,3,-2,3,3,4,1,3,-2,-2,-2,2,3,1,1,3,4,1,1,1,1,1,2,3,1,1,3,3,3,-4,3,-4,1,1,3,4,4,-4,-3,-2,1,1,3,1,3,-2,-2,3,5,3,1,1,1,1,1,1,3,1,3,3,3,2,-2,1,1,3,1,2,3,-,3,3,1,1,1,1,2,-2,3,4,3,3,3,3,-3,-2
