,bulbasaur,ivysaur,venusaur,charmander,charmeleon,charizard,squirtle,wartortle,blastoise,caterpie,metapod,butterfree,weedle,kakuna,beedrill,pidgey,pidgeotto,pidgeot,rattata,raticate,spearow,fearow,ekans,arbok,pikachu,raichu,sandshrew,sandslash,nidoran_f,nidorina,nidoqueen,nidoran_m,nidorino,nidoking,clefairy,clefable,vulpix,ninetales,jigglypuff,wigglytuff,zubat,golbat,oddish,gloom,vileplume,paras,parasect,venonat,venomoth,diglett,dugtrio,meowth,persian,psyduck,golduck,mankey,primeape,growlithe,arcanine,poliwag,poliwhirl,poliwrath,abra,kadabra,alakazam,machop,machoke,machamp,bellsprout,weepinbell,victreebel,tentacool,tentacruel,geodude,graveler,golem,ponyta,rapidash,slowpoke,slowbro,magnemite,magneton,farfetchd,doduo,dodrio,seel,dewgong,grimer,muk,shellder,cloyster,gastly,haunter,gengar,onix,drowzee,hypno,krabby,kingler,voltorb,electrode,exeggcute,exeggcutor,cubone,marowak,hitmonlee,hitmonchan,lickitung,koffing,weezing,rhyhorn,rhydon,chansey,tangela,kangaskhan,horsea,seadra,goldeen,seaking,staryu,starmie,mr. mime,scyther,jynx,electabuzz,magmar,pinsir,tauros,magikarp,gyarados,lapras,ditto,eevee,vaporeon,jolteon,flareon,porygon,omanyte,omastar,kabuto,kabutops,aerodactyl,snorlax,articuno,zapdos,moltres,dratini,dragonair,dragonite,mewtwo,mew
electrode,5,-4,-4,5,-4,-4,-6,-4,-4,5,5,5,3,5,5,5,5,-4,3,-4,3,-4,5,-6,3,-5,-6,-4,5,7,-6,5,5,-5,-6,-4,-4,-4,-4,-4,4,-6,-6,-6,-5,5,-5,5,-6,-2,-2,-4,-4,5,-4,4,-4,5,-4,5,-6,-4,3,-4,-4,5,-5,-4,5,-4,-4,-4,-4,-2,-2,-2,5,-6,-6,-4,5,7,-4,-4,-4,-4,-4,-6,-4,-6,-4,-6,-6,-4,-9,-6,-6,-6,-4,5,-,-7,-6,-4,-4,3,-4,-6,-6,-6,-6,-4,-5,-8,-4,-4,-4,-6,-4,-4,-4,-6,-4,-4,-5,-4,-4,-4,5,-4,-4,5,5,-4,-6,-4,-6,-4,-4,-6,-4,-6,-4,-4,-6,-6,5,-6,-4,-4,-5
exeggcute,-7,-6,-5,-3,-1,-1,4,4,-5,6,7,8,6,7,-6,-5,-5,-5,4,-5,-5,-3,-5,-5,6,-5,4,-3,8,-7,-5,6,-7,-5,7,-5,-1,-1,5,-3,-5,-5,-6,-5,-5,-6,-6,-7,-7,2,4,-5,-3,4,-5,6,-5,-3,-1,4,4,-5,4,6,-6,5,-5,-5,-5,-3,-3,-5,-4,1,1,2,-3,-3,3,5,6,8,-3,-4,-3,-3,-1,-4,-3,-3,-1,-7,-7,-5,2,-7,-7,2,4,6,7,-,-5,3,4,4,-5,-6,-4,-3,1,2,-6,-9,-3,4,-5,4,6,4,-5,8,-3,-1,-5,-1,-3,-3,2,-5,-1,6,6,-3,-5,-1,6,1,4,2,2,-3,-4,-1,-5,-3,6,-6,-5,-5,-5
exeggcutor,3,6,6,4,-3,-3,5,8,-7,3,5,5,3,5,4,4,6,6,4,4,4,5,4,-5,4,6,5,-5,4,6,-7,3,6,-7,5,-5,-3,-3,3,5,4,-7,5,5,-6,3,7,5,6,4,4,4,-5,6,-7,4,6,-5,-3,4,6,-7,2,4,4,5,7,-5,3,-5,-5,4,-5,-10,-10,-8,6,6,7,9,3,6,-5,4,-5,5,-3,-4,-4,5,-3,-15,-13,-9,-13,5,8,5,-7,4,6,5,-,7,7,4,6,7,5,-3,-10,-6,5,8,-5,4,6,4,6,4,6,6,-5,-3,6,-3,-5,-5,4,-7,-3,3,4,-5,6,-3,5,11,-11,-7,-5,-5,-4,-3,-7,-3,3,6,-5,-5,-7
cubone,-1,-1,-1,-3,-3,-3,-1,-1,-1,6,6,-7,4,6,6,5,6,-5,4,4,4,-5,4,6,4,4,-7,-5,4,4,-1,4,4,-1,-5,-4,-3,-1,3,-3,5,-7,-2,-1,-1,5,-6,6,-5,4,-3,4,-3,-1,-1,4,-5,-3,-3,-1,-1,-1,4,-3,-3,6,-5,-5,-1,-1,-1,-1,-1,5,-3,-3,4,-5,-2,-2,4,5,-3,-5,-3,-1,-1,3,6,-1,-1,-3,-3,-3,8,-5,-3,-3,-1,4,4,-3,-7,-,-7,3,-5,-3,4,6,5,-3,-5,-3,-3,-1,-1,-1,-1,-1,-1,-3,-3,-1,4,-3,-3,-3,6,-1,-1,4,4,-1,4,-1,-5,-1,-1,-1,-1,-5,-2,-1,-7,-5,-3,-1,-1,-3,-1
marowak,-3,-1,-1,2,-3,-3,-4,-1,-1,4,5,6,4,4,4,4,5,-5,2,4,4,-5,2,4,2,4,7,-5,3,4,-3,2,4,-3,3,-5,2,-3,3,-3,4,6,-4,-2,-1,5,7,6,6,4,4,4,-3,-1,-1,4,-5,-3,-3,-3,-1,-1,2,-3,-3,5,6,-5,3,-1,-1,-1,-1,3,5,-3,4,4,-4,-2,4,4,-5,4,-5,-1,-1,3,4,-4,-1,-3,-3,-3,6,5,-5,-3,-1,3,4,-4,-7,7,-,2,-5,-4,3,5,5,-4,4,-3,-3,-1,-1,-1,-1,-1,-1,-5,-5,-1,4,-3,-5,-4,4,-1,-1,4,4,-1,4,-3,3,-2,-1,-3,-1,-5,-3,-1,-7,-7,-3,-3,-1,-3,-1
hitmonlee,-2,-2,-2,-2,-2,-1,-2,-2,-2,3,3,-2,3,3,3,-2,-2,-1,1,-1,2,-1,3,-4,-1,-1,-2,-2,3,4,-2,3,3,-1,1,-2,-2,-1,1,-2,3,-1,-2,-2,-2,3,-2,3,-1,-1,-1,-1,-1,-2,-1,2,-1,-2,-1,-1,-1,-2,2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,3,-2,-2,-2,-2,-1,-1,3,-2,-2,-2,-2,-3,-3,-4,-4,-3,-2,-,-2,-2,-4,-2,-2,-2,1,-2,-1,-2,-1,-2,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-2,-2,1,1,-2,-1,-2,2,-2,-2,1,-2,-1,-2,-1,-1,-1,-2,-2,-2,-1,-1
hitmonchan,3,-4,-1,3,-3,-1,3,-3,-2,3,3,3,3,3,3,3,3,-3,1,2,2,-3,3,-5,-3,-1,5,-4,3,5,-3,3,3,-3,1,3,3,-1,1,3,3,-5,3,-4,-4,3,5,3,-3,2,-3,2,2,3,-2,3,-3,3,-2,-3,-3,-3,2,-1,-1,3,-4,-4,3,3,-2,-2,-1,3,3,3,4,-4,-4,-4,3,-4,3,3,-3,3,-2,5,-6,-4,-2,-1,-1,-1,3,-2,-2,3,-4,4,4,5,-6,5,5,2,-,3,5,-6,3,-4,1,-4,-3,3,-1,3,-2,-2,-1,-1,-3,-1,-2,-1,-3,-3,4,-1,-2,1,1,-2,-1,-2,3,-2,-2,1,-2,-3,-2,-1,-1,-3,3,-4,-3,-1,-3
lickitung,4,-5,-3,4,4,-3,-5,-5,-3,4,4,6,4,4,4,4,4,-5,4,4,4,4,4,6,4,-3,2,4,4,6,4,4,4,4,6,-5,4,-3,3,-5,4,6,4,-5,-5,3,6,4,5,2,-3,4,-3,4,-3,3,-3,4,-3,4,-5,-3,2,4,4,-3,-3,-3,4,-5,-3,-3,-3,1,2,2,4,4,5,-5,4,6,-5,4,-3,-5,-3,5,-5,-5,-3,-5,-5,-3,2,4,-5,6,-5,4,6,6,-7,3,4,2,-3,-,6,-5,1,2,4,8,-5,-5,-3,-5,-3,4,-3,-5,-5,-3,-3,-3,-3,-5,4,-3,-3,4,4,-3,-3,-3,5,-3,-3,-5,-3,4,-3,-3,-3,-5,4,6,-5,-3,-5
koffing,6,-5,-5,-3,-3,-3,-3,-3,-3,2,3,-3,4,5,4,4,-5,-5,4,-5,4,-5,6,-5,-3,-3,-5,-3,6,-7,-3,6,6,-3,6,-5,-3,-3,4,-3,5,-5,5,-7,-7,1,1,-5,-3,-2,-1,4,-3,-3,-3,4,-5,-3,-3,4,-3,-3,3,-1,-1,6,-5,-5,4,-5,-5,-3,-1,-2,-1,-1,5,-5,-6,-4,-5,-5,-3,4,-3,-3,-3,-6,-5,-5,-3,-1,-1,-1,-9,-3,-1,-5,-3,4,6,4,-5,-4,-3,4,-5,-6,-,-5,-7,-5,6,5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4,-3,-3,4,5,-3,-3,-3,-5,-3,-3,-5,-3,-5,-4,-1,-3,-5,4,-5,-3,-1,-3
weezing,3,6,-7,4,-5,-3,3,5,-3,1,1,2,3,3,4,3,4,6,4,4,4,4,3,6,4,-3,7,-5,5,5,-5,3,6,-5,3,-7,4,-3,3,5,3,6,3,5,5,1,1,3,-5,-3,-3,4,-5,3,-5,4,6,4,-3,4,-5,-5,2,-3,-3,5,5,7,3,3,6,-3,-3,-4,-4,-4,4,5,5,-6,3,6,4,4,-5,5,-3,5,7,5,-3,-3,-3,-1,-11,3,-3,5,-5,4,6,3,3,-6,-5,2,6,5,5,-,-9,-6,3,4,-5,4,-3,4,-5,4,-3,-3,4,-3,-5,-3,4,-5,4,-3,-3,3,3,-3,-3,-3,5,-6,-4,-8,-5,-7,-4,-3,-3,-7,3,6,-5,-3,-5
rhyhorn,-1,-1,-1,4,-5,-5,-1,-1,-1,4,6,6,4,6,6,4,6,8,4,6,4,6,4,8,4,5,6,-5,6,7,-1,4,6,-1,6,-7,4,-3,4,-7,4,8,-1,-1,-1,6,8,6,-7,-3,-3,4,6,-1,-1,-3,-3,6,-5,-1,-1,-1,3,-3,-3,-3,-3,-3,-1,-1,-1,-1,-1,-4,-3,-1,6,8,-2,-1,6,8,6,4,8,-1,-1,6,8,-1,-1,-3,-3,-3,20,-5,-3,-1,-1,6,6,-1,10,-5,-5,2,-3,-1,7,9,-,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-3,8,-1,-5,-5,-3,-9,4,-1,-1,6,6,-1,6,-3,6,-1,-1,-1,-1,12,-1,-1,8,10,-1,-1,-1,-3,-1
rhydon,-1,-1,-1,4,4,6,-1,-1,-1,4,3,4,4,3,4,4,4,6,2,4,2,4,4,6,2,4,3,4,4,4,-1,4,4,-1,3,4,4,-5,1,4,4,6,-2,-1,-1,3,5,4,4,2,-3,2,4,-1,-1,2,-3,4,6,-1,-1,-1,2,4,4,3,4,-3,-1,-1,-1,-1,-1,1,1,2,4,6,-2,-2,4,6,4,4,6,-1,-1,3,6,-1,-1,-5,-3,-3,2,4,-5,-1,-1,4,4,-1,6,3,4,2,4,-2,5,6,1,-,4,-1,-1,-1,-1,-1,-1,-1,-1,4,6,-1,4,4,5,4,4,-1,-1,2,4,-1,4,4,4,-2,-1,-1,-1,4,-2,-1,6,6,-1,-1,-1,-3,-1
chansey,5,5,-5,3,-3,-3,4,-3,-3,5,6,5,4,5,4,4,4,-3,3,-3,3,-3,-5,-5,3,-3,4,-3,5,6,-3,4,5,-3,-6,-3,4,-5,4,-4,4,-5,5,5,-5,-6,-4,5,-5,-3,-3,-3,-3,4,-3,2,-1,4,-3,-5,-3,-2,3,4,-3,3,-2,-1,4,4,-5,4,-5,-4,-4,-4,4,-5,-6,-4,5,6,-3,-3,-3,7,-5,-6,-3,5,-5,-9,-7,-3,-7,4,-3,-5,-3,5,5,6,-5,5,-4,1,-1,-4,-6,-3,-6,-4,-,7,-3,5,-5,4,-5,4,-5,4,-3,4,-3,-3,-3,-3,6,-3,-5,5,4,-5,5,-3,5,7,-3,-3,-3,-3,-2,-5,-5,-3,4,5,-3,-3,-3
tangela,7,8,-7,-3,-3,-3,3,3,6,5,7,8,5,7,6,5,-7,-5,4,6,4,-5,5,-5,6,-6,3,4,6,7,-7,5,7,-7,7,-5,-3,-1,5,-6,5,-5,7,-6,-6,7,-7,6,8,2,4,6,-5,3,6,4,6,-3,-3,4,4,5,4,-5,-5,5,6,-6,5,-6,-5,6,-5,1,1,1,-5,-5,3,5,5,8,-5,-5,-5,-4,-3,-4,-4,3,-3,-5,-5,-5,2,7,-5,1,4,6,8,9,-8,3,3,2,4,-8,-5,-3,1,1,7,-,-5,4,6,4,6,4,6,-6,-5,-1,-7,-3,-5,-5,2,-5,-3,5,5,-5,-7,-1,7,1,3,1,2,-5,-4,-1,-5,-3,5,-7,-5,-5,-7
kangaskhan,3,3,-4,1,3,-3,3,3,-4,1,3,3,1,3,3,1,3,4,1,4,1,4,1,3,2,-3,2,3,3,3,5,2,3,3,3,5,1,-3,3,3,1,4,3,3,-4,3,3,3,4,2,4,2,4,3,3,1,-3,3,-3,2,4,-4,2,2,-3,3,3,3,1,3,3,1,-3,1,1,1,4,4,3,-4,3,3,3,1,4,3,-4,3,5,3,-4,-4,-3,-3,1,3,3,3,5,3,4,3,5,3,3,1,3,5,3,5,1,1,3,5,-,3,3,3,3,3,-3,4,4,-3,-3,-3,3,-5,1,-4,-4,3,3,-4,-3,3,3,3,-4,3,-4,4,-4,-2,-3,6,3,3,5,-3,-3
horsea,-2,-1,-1,2,2,-3,5,-6,-5,1,1,4,1,1,4,2,4,-3,2,-3,2,-3,3,4,-1,-1,1,2,3,3,4,3,4,-3,3,-3,2,4,3,-4,3,4,-4,-2,-2,5,-4,3,-5,2,2,-3,-3,5,-5,2,-3,2,-3,6,-5,-3,4,-3,-3,3,3,3,-2,-2,-1,-4,-3,1,1,1,2,3,7,-6,3,-3,-3,-3,-3,7,-5,3,-4,4,-5,-3,-3,-3,2,5,-3,3,-3,4,4,-4,-4,1,1,2,3,5,3,-3,1,1,-5,-3,-3,-,-5,-5,-5,-5,-5,-5,-3,-5,-1,-3,-3,-3,4,-3,-5,3,3,-4,-1,-3,3,3,5,3,-3,2,-2,-3,-1,-3,5,-5,-3,-3,-3
seadra,-4,-4,-2,1,1,2,5,5,7,1,1,3,1,1,3,1,3,4,1,3,1,4,1,3,2,-1,1,1,2,3,1,1,3,2,3,5,1,4,3,3,1,4,-4,-4,-4,5,-6,3,4,2,2,2,-3,5,-7,1,4,1,2,4,6,6,4,4,-5,2,3,3,-4,-3,-2,5,-5,1,1,1,2,2,5,-8,3,-4,3,1,-3,7,-8,3,3,3,5,3,-5,-3,1,3,5,3,5,3,4,5,-6,1,1,1,1,3,3,3,1,1,5,-6,-3,5,-,4,7,6,-7,4,4,4,-3,2,-3,-3,3,-6,-8,3,3,-6,-1,2,3,3,5,1,3,2,-4,-5,-1,4,3,5,-6,-5,-5
goldeen,-2,-2,-1,2,-3,-3,-6,-6,-4,3,3,6,3,3,4,3,4,-3,2,-3,3,-3,3,-5,-1,-1,1,-3,3,4,4,3,4,-3,5,-4,2,4,3,-4,3,-5,-2,-2,-2,5,-4,3,-5,2,-3,-3,-3,5,-4,4,-3,1,-3,-5,-5,-3,4,-3,-3,3,3,-4,-2,-2,-1,-3,-3,1,1,1,2,4,-8,-6,-4,-3,-4,-3,-3,-6,-4,3,-4,5,-5,-3,-3,-3,2,-4,-3,5,-3,4,6,-4,-4,1,1,2,-3,5,3,-4,1,1,-4,-4,-3,5,-4,-,-4,-5,-3,-3,-3,-3,-1,-3,-3,-3,4,-3,-4,3,3,-3,-1,-3,5,5,-4,3,-3,3,-2,-3,-1,-3,4,-5,-3,-3,-3
seaking,-4,-4,-2,1,2,4,5,-6,-5,1,1,4,1,1,4,1,4,4,2,4,2,4,3,4,-3,-1,1,1,3,3,4,3,3,4,3,5,1,4,3,3,2,4,-4,-4,-4,5,-6,3,4,2,2,4,-3,5,-5,2,4,1,3,4,-5,-5,2,4,-5,3,3,3,3,-3,-2,4,-5,1,1,1,2,2,5,-8,3,-3,3,2,-3,5,-6,3,5,3,6,-5,-5,-5,2,5,5,3,-5,4,4,-6,-6,1,1,2,2,3,3,5,1,1,5,-6,-3,5,-7,4,-,4,-5,4,-3,4,-3,4,-3,-3,4,-5,-6,3,3,-6,-1,3,3,3,5,3,-3,2,-4,-5,-1,4,3,-5,-4,-5,-5
staryu,-2,-2,-2,1,1,-3,5,-6,-4,1,1,3,1,1,3,2,3,-3,1,-3,1,-3,3,3,-1,-1,1,1,3,3,3,3,3,-3,3,-4,1,4,3,-4,3,4,-2,-2,-2,5,-4,3,5,2,2,-3,-3,5,-3,2,-3,1,-3,-5,-5,-4,4,-3,-3,3,3,3,-2,-2,-2,-4,-3,1,1,1,2,2,-6,-6,3,-4,3,3,-3,7,-6,3,-4,3,-4,-4,-3,-3,1,5,-4,3,-4,4,4,-4,-4,1,1,1,2,-4,3,-4,1,1,-4,-4,-3,5,-5,5,-4,-,-5,-5,-3,-5,-1,-3,-3,-3,3,-4,-4,3,3,-4,-1,3,3,3,5,3,3,2,-2,-3,-1,-3,5,6,-4,-3,-3
starmie,-4,-4,-2,1,1,1,3,5,7,1,1,3,1,1,3,1,3,3,1,2,1,3,1,3,1,-2,1,1,1,3,1,1,3,1,3,3,1,1,2,3,1,3,-4,-4,-4,3,-6,1,3,1,2,1,-3,5,7,1,3,1,1,3,5,7,3,3,4,1,3,3,3,-3,-2,3,-6,1,1,1,1,1,5,7,3,3,3,1,3,5,-6,3,3,3,5,3,5,5,1,3,5,3,5,2,4,5,-6,1,1,1,1,3,3,3,1,1,5,-6,3,5,7,3,5,5,-,3,3,3,3,1,3,3,1,-5,-6,1,3,-6,-1,2,3,3,5,1,3,2,4,5,-2,3,3,5,-6,-5,5
mr. mime,3,3,3,3,5,-3,3,5,-4,3,3,5,1,1,2,3,3,-3,3,-3,3,-3,1,3,4,-3,3,-4,1,3,3,1,3,3,-4,-4,5,-3,3,-3,1,4,3,3,3,3,5,1,4,-3,-3,-3,-3,5,-4,1,-3,5,-3,4,-5,3,4,4,6,1,3,3,3,3,3,3,-3,3,3,-4,4,-5,-8,-6,5,7,-4,3,-3,5,-4,3,3,3,-4,3,4,-5,3,5,-6,3,-4,4,6,-8,-6,3,5,1,1,5,3,3,3,-4,-4,6,-3,5,-4,3,-4,5,-3,-,-3,-3,-5,-3,-4,-3,1,-4,-4,3,3,-4,-3,-4,-4,-4,-4,3,-4,-5,-2,-4,-3,-3,3,5,-4,-3,-3
scyther,3,3,4,3,-2,-2,3,3,-4,1,3,3,1,3,3,3,3,3,1,3,1,3,3,3,1,-2,3,5,3,3,5,2,3,5,3,5,1,-2,3,3,1,3,3,3,5,1,1,3,3,1,4,1,-3,3,-4,1,3,3,-2,3,3,-4,1,2,-3,3,3,5,3,3,3,1,3,-4,-4,-4,3,-3,3,-4,3,3,3,3,3,3,-2,3,-4,3,-2,-4,-4,-3,-6,3,3,3,5,3,4,3,5,3,5,1,3,5,3,-4,-8,-6,3,5,-4,3,-4,3,3,3,-3,3,-,-2,-1,-2,-4,-3,2,-4,-2,3,3,-4,-1,-2,3,-4,-4,-6,-4,-3,-4,-2,-2,-4,3,3,5,-3,-4
jynx,1,1,1,1,3,2,3,5,-4,1,1,1,1,1,2,1,1,1,1,2,1,2,1,3,1,-3,1,1,1,3,1,1,3,1,3,3,3,-1,2,3,1,1,1,1,1,1,1,1,3,2,2,1,-3,3,-4,1,3,3,-3,3,5,-4,3,4,4,1,3,3,1,1,1,-4,-3,1,1,1,3,-3,5,-6,3,3,1,1,2,5,-4,3,3,3,-4,3,4,-5,1,3,5,3,-4,2,4,1,3,1,1,1,1,3,3,3,1,1,4,1,3,5,-4,3,-4,5,-3,3,2,-,-3,3,3,-3,1,-4,-4,1,3,-4,-3,-2,3,5,-4,3,-4,2,-2,4,-3,3,1,1,1,-3,-3
electabuzz,3,5,-4,3,3,3,1,1,3,1,1,2,1,1,3,1,1,2,1,3,1,1,3,3,3,5,5,-4,3,3,-6,3,3,-6,3,-4,3,-4,3,3,1,2,3,5,-6,3,5,3,4,1,-1,3,-3,1,3,2,3,3,-4,1,1,2,1,4,4,3,3,3,3,5,-4,3,3,-2,-2,-2,3,4,1,3,3,5,1,1,1,1,3,3,-4,1,1,5,-6,-3,5,3,-6,1,1,3,5,5,-6,-4,-4,1,2,3,3,5,5,-4,3,7,3,1,3,1,3,1,-3,5,2,3,-,-4,3,-3,1,1,3,3,3,3,5,-4,3,1,3,1,1,2,-4,3,5,3,3,5,-4,-3,5
magmar,1,1,3,3,5,-3,-4,-4,-2,1,1,1,1,1,1,1,3,3,1,3,1,-3,1,3,3,-3,1,3,3,3,-4,2,3,3,3,-4,3,-5,3,3,1,3,1,1,3,1,1,1,2,-1,-1,1,-3,3,-4,1,-3,3,-5,3,-4,-4,1,4,4,3,3,3,1,1,3,-2,-1,-2,-2,-2,3,4,-4,-4,3,5,3,1,-3,-4,-2,3,-4,3,3,5,-5,-3,3,3,5,3,-4,4,4,1,3,3,3,1,1,3,3,3,5,-4,3,3,3,3,-2,3,-4,3,-1,3,2,-3,4,-,1,-3,3,-2,-2,3,3,-2,-3,3,3,-2,-2,3,-3,-5,-4,3,-3,-4,3,-4,-4,-3,-3
pinsir,3,3,3,1,-2,-1,3,3,-4,1,3,3,1,3,3,1,3,4,1,3,1,4,1,3,2,-3,3,5,3,3,5,1,3,4,3,3,1,-1,1,3,1,4,3,3,3,3,3,3,4,2,2,2,-3,3,-3,1,4,3,-1,2,4,-4,2,2,-3,3,3,5,1,3,3,1,-3,3,3,5,-3,-3,3,-4,3,3,3,1,4,3,3,3,-4,3,-4,-4,-3,-3,5,3,3,3,5,2,4,3,5,3,5,1,3,3,3,-4,3,5,3,5,-3,3,-3,3,3,-3,-3,4,4,-3,-3,-1,-,-3,1,-4,-3,1,2,-4,-3,-2,3,3,-3,3,3,-4,3,-1,-3,-3,1,3,-4,-3,-3
tauros,3,3,-4,3,3,-4,3,3,-4,1,3,3,1,3,3,2,3,3,1,3,1,3,3,3,1,3,3,4,3,3,4,2,3,3,3,5,1,3,3,3,1,3,3,3,5,3,3,3,3,1,4,1,4,3,-4,1,3,3,-4,3,3,4,1,1,4,3,3,3,3,3,3,1,3,-6,-6,-4,3,3,3,5,3,3,3,3,3,3,-4,3,5,3,-4,-6,-6,-3,11,3,3,3,5,3,4,3,5,3,4,1,3,5,3,5,9,-4,3,5,5,3,3,3,3,3,-3,3,3,3,3,3,3,-,2,-4,-4,3,3,-4,-3,3,3,-4,-4,-6,-6,6,-4,-4,-4,5,3,3,5,-3,5
magikarp,-2,-2,-1,-4,-3,-3,-4,-4,-4,-10,-11,-4,-8,-10,-4,-4,-4,-3,-4,-3,-4,-3,-6,-3,-1,-1,-4,-4,-6,-6,-4,-6,-5,-3,-4,-4,-4,-2,-4,-2,-6,-3,-2,-2,-2,-4,-4,-6,-3,-3,-1,-3,-1,-4,-3,-4,-3,-4,-3,-3,-3,-4,-7,-1,-1,-4,-4,-4,-2,-2,-2,-3,-1,-4,-2,-2,-3,-3,-4,-4,-2,-2,-2,-4,-1,-4,-4,-4,-4,-4,-4,-1,-1,-1,-6,-4,-2,-4,-4,-7,-5,-2,-4,-6,-4,-3,-4,-4,-4,-4,-4,-4,-6,-2,-1,-4,-3,-4,-4,-3,-1,-1,-2,-1,-1,-3,-1,-2,-,-3,-4,-6,-4,-2,-1,-2,-4,-4,-2,-4,-1,-3,-2,-1,-1,-3,-6,-4,-3,-1,-3
gyarados,3,5,5,1,1,2,3,5,7,1,1,3,1,1,3,1,3,4,1,2,1,4,1,3,-1,-1,1,1,1,3,1,1,3,2,3,5,1,2,3,3,1,4,3,5,5,3,5,2,4,2,2,2,4,3,6,1,4,1,2,4,6,7,2,4,4,3,3,3,3,3,5,3,6,1,1,1,2,2,5,7,3,-4,3,1,4,3,5,3,3,3,-6,3,-5,-5,1,3,5,3,5,3,4,5,7,1,1,2,1,3,3,3,1,1,3,5,4,3,6,3,5,4,5,4,4,4,-1,2,4,4,3,-,-6,2,3,5,-1,2,3,3,5,1,3,2,4,-3,-1,4,3,3,-6,-5,6
lapras,1,2,-3,2,2,2,4,5,6,1,1,2,1,1,4,1,2,2,2,3,2,2,1,4,4,-3,1,2,3,3,2,1,4,2,3,6,2,4,3,3,1,2,1,1,3,1,1,3,4,2,2,2,4,3,6,2,3,2,4,4,5,-5,2,4,6,2,3,3,1,1,-3,4,8,1,1,1,2,2,5,7,3,-5,2,2,2,5,8,3,3,3,6,6,-7,-7,2,3,5,3,6,4,4,1,3,1,1,2,2,3,3,4,1,1,5,4,4,6,8,4,6,4,6,4,2,4,-3,2,3,4,4,6,-,3,3,8,-3,4,3,3,4,1,4,2,4,6,-3,4,1,2,2,-5,5
ditto,-4,-3,-3,-3,-3,-3,-4,-3,-3,5,7,-5,6,6,-4,-4,-3,-3,-3,-3,-3,-3,-5,-3,-3,-3,-4,-3,6,-5,-3,-5,-5,-3,-4,-3,-3,-2,-4,-3,-5,-4,-4,-4,-3,-5,-4,-6,-5,-3,-3,-3,-3,-3,-3,-1,-1,-3,-3,-3,-3,-1,4,-3,-3,-2,-2,-1,-4,-3,-3,-2,-1,-4,-4,-2,-4,-3,-4,-4,-6,-4,-3,-3,-3,-4,-3,-4,-3,-4,-3,-3,-3,-3,-6,-4,-3,-3,-3,6,-5,-6,-3,-4,-4,-1,-1,-4,-4,-3,-6,-2,-5,-5,-3,-3,-3,-3,-3,-3,-1,-3,-3,-1,-3,-3,-1,-3,6,-2,-3,-,-3,-1,-2,-2,-4,-4,-1,-3,-3,-3,-2,-1,-1,-3,-5,-3,-3,-2,-3
eevee,-4,-3,-3,-3,-3,-3,4,-3,-3,3,5,4,3,3,4,4,-3,-3,-3,-3,-3,-3,4,-4,-3,-3,-4,-3,4,-5,-3,3,-5,-3,-4,-3,-3,-3,3,-3,4,-4,-4,-4,-4,-4,-4,4,-5,-3,-3,-3,-3,-3,-3,-2,-1,-3,-3,4,-3,-1,2,-3,-3,-2,-2,-1,3,-3,-3,-3,-3,-4,-4,-3,4,-3,-5,-4,5,-5,-3,-3,-3,-4,-3,-4,-4,5,-3,-3,-3,-3,-7,3,-3,-4,-3,4,-5,-6,-4,-4,-4,-1,-1,-4,-5,-3,-6,-4,-4,-5,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,4,-3,-3,3,-,-3,-3,-3,-4,-4,-3,-3,-3,-3,-2,-1,-3,-3,3,-4,-3,-3,-3
vaporeon,3,3,-3,2,2,2,3,5,-7,1,1,4,1,1,2,1,3,4,2,2,2,3,1,4,2,-3,1,2,1,3,2,1,3,2,3,3,2,2,2,3,1,4,3,3,5,3,3,1,4,2,2,2,4,5,-7,2,3,1,2,4,6,6,4,4,6,1,3,3,3,3,-3,6,7,1,1,1,2,2,5,7,3,4,3,2,4,5,-9,3,3,3,6,6,6,-7,2,3,6,3,-5,2,4,3,5,1,1,2,2,3,3,3,1,1,5,5,4,4,6,3,6,4,6,4,4,4,-3,2,4,4,2,-5,-8,1,3,-,-3,2,3,3,4,1,4,2,3,5,-3,4,2,4,4,-5,6
jolteon,5,-6,-6,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,3,3,-4,-6,-4,1,3,-6,1,3,-4,3,-4,3,5,2,3,1,1,5,7,-6,5,-6,2,3,-2,-2,1,3,1,1,1,3,3,3,1,1,1,3,3,5,2,3,3,3,5,-4,1,3,-2,-2,-2,3,3,1,1,5,7,1,1,1,1,3,3,3,1,1,3,5,-6,-8,3,5,1,1,3,6,5,-6,-4,-4,1,1,3,3,3,-6,-4,5,7,3,1,1,1,1,1,1,3,1,3,-5,3,3,3,1,1,3,2,3,3,-,5,3,1,3,1,1,2,4,3,5,3,3,5,-4,-3,5
